녹지등록명,녹지구분,녹지위치,위도,경도, 면적(㎡) ,결정일자,데이터기준일자
완충녹지 제348호,완충녹지,장안구 이목동 657번지 일원,37.31772513,126.9878818,3217,2003-06-21,2020-08-05
완충녹지 제349호,완충녹지,장안구 이목동 889번지 일원,37.31435779,126.9879691,2959,2003-06-21,2020-08-05
완충녹지 제350호,완충녹지,팔달구 인계동 384-3번지,37.26972651,127.0353104,592,2005-04-04,2020-08-05
완충녹지 제351호,완충녹지,팔달구 인계동 384-4번지,37.26828794,127.0347212,598.1,2005-04-04,2020-08-05
완충녹지 제352호,완충녹지,팔달구 인계동 465-5번지,37.26962809,127.0347244,225,2005-04-04,2020-08-05
완충녹지 제353호,완충녹지,팔달구 인계동 465-6번지,37.26827795,127.0341739,879.4,2005-04-04,2020-08-05
완충녹지 제354호,완충녹지,권선구 권선동 1241-3번지,37.25218289,127.0368154,299.7,2005-04-04,2020-08-05
완충녹지 제385호,완충녹지,팔달구 화서동 764번지,37.28489532,126.9951707,1009.7,2007-03-05,2020-08-05
완충녹지 제386호,완충녹지,장안구 조원동 910-1번지,37.30605067,127.0133522,335,2007-09-03,2020-08-05
완충녹지 제387호,완충녹지,영통구 망포동 28-7번지 일원,37.24535402,127.0537666,1618.4,2007-09-03,2020-08-05
완충녹지 제388호,완충녹지,영통구 망포동 723-1번지,37.24044948,127.0558864,897,2007-09-03,2020-08-05
완충녹지 제389호,완충녹지,영통구 망포동 366-2번지 일원,37.2424396,127.0554349,771,2007-09-03,2020-08-05
완충녹지 제390호,완충녹지,영통구 망포동 720-1번지 ,37.24392171,127.0554587,692,2007-09-03,2020-08-05
완충녹지 제391호,완충녹지,영통구 망포동 349번지 일원,37.24392402,127.0617537,1209,2007-09-03,2020-08-05
완충녹지 제392호,완충녹지,영통구 망포동 424-10번지 일원,37.24246991,127.0608279,537.5,2007-09-03,2020-08-05
완충녹지 제393호,완충녹지,영통구 망포동 347-8번지 일원,37.24345009,127.0609533,456.5,2007-09-03,2020-08-05
완충녹지 제394호,완충녹지,영통구 망포동 436-35번지 일원,37.24288307,127.0637032,596.1,2007-09-03,2020-08-05
완충녹지 제395호,완충녹지,권선구 고색동 991-4번지,37.23966473,126.9806037,2938,2007-07-23,2020-08-05
완충녹지 제396호,완충녹지,권선구 세류동 1250번지,37.25826726,127.0080609,696.7,2007-03-05,2020-08-05
완충녹지 제397호,완충녹지,권선구 고색동 990-4번지,37.23842437,126.9811599,3130,2007-07-23,2020-08-05
완충녹지 제398호,완충녹지,권선구 고색동 989-4번지,37.23727065,126.9816705,1733,2007-07-23,2020-08-05
완충녹지 제399호,완충녹지,권선구 고색동 993번지,37.23771322,126.9782593,9005,2007-07-23,2020-08-05
완충녹지 제400호,완충녹지,권선구 세류동 1280-2번지,37.26089354,127.0043424,1202,2006-12-11,2020-08-05
완충녹지 제405호,완충녹지,팔달구 고등동 270-5번지 일원,37.27155014,126.9976637,3354,2006-12-11,2020-08-05
완충녹지 제406호,완충녹지,팔달구 고등동 272-54번지 일원,37.27245507,126.9972825,577,2006-12-11,2020-08-05
완충녹지 제407호,완충녹지,권선구 권선동 곡반정동 612-1번지,37.24924191,127.0184003,3168,1996-10-04,2020-08-05
완충녹지 제408호,완충녹지,권선구 곡반정동 613-6번지,37.23224759,127.0227858,3921,1996-10-04,2020-08-05
완충녹지 제409호,완충녹지,권선구 곡반정동 503-11번지,37.24613929,127.0332307,2409,1996-10-04,2020-08-05
완충녹지 제410호,완충녹지,권선구 곡반정동 506-7번지,37.24585368,127.0344436,1129,1996-10-04,2020-08-05
완충녹지 제411호,완충녹지,권선구 곡반정동 511-12번지,37.24572534,127.0349538,204,1996-10-04,2020-08-05
완충녹지 제412호,완충녹지,권선구 곡반정동 504-13번지,37.24559058,127.0321136,1015,1996-10-04,2020-08-05
완충녹지 제413호,완충녹지,권선구 곡반정동 515-10번지,37.24466238,127.0315995,836,1996-10-04,2020-08-05
완충녹지 제414호,완충녹지,권선구 곡반정동 516-11번지,37.24378061,127.0311076,1064,1996-10-04,2020-08-05
완충녹지 제415호,완충녹지,권선구 곡반정동 529-9번지,37.24270345,127.0304023,734,1996-10-04,2020-08-05
완충녹지 제416호,완충녹지,권선구 곡반정동 539-9번지,37.24197298,127.0297633,1034,1996-10-04,2020-08-05
완충녹지 제417호,완충녹지,권선구 곡반정동 559-2번지,37.23978877,127.0283495,492,1996-10-04,2020-08-05
완충녹지 제418호,완충녹지,권선구 곡반정동 564-10번지,37.23914854,127.0281146,145,1996-10-04,2020-08-05
완충녹지 제419호,완충녹지,권선구 곡반정동 565-11번지,37.23849886,127.0277926,1064,1996-10-04,2020-08-05
완충녹지 제420호,완충녹지,권선구 곡반정동 578-1번지,37.23714207,127.0268062,2133,1996-10-04,2020-08-05
완충녹지 제421호,완충녹지,권선구 곡반정동 582-9번지,37.23585093,127.0252941,756,1996-10-04,2020-08-05
완충녹지 제422호,완충녹지,권선구 곡반정동 583-9번지,37.23530619,127.0244022,911,1996-10-04,2020-08-05
완충녹지 제423호,완충녹지,권선구 곡반정동 602-8번지,37.23467414,127.0233902,579,1996-10-04,2020-08-05
완충녹지 제424호,완충녹지,권선구 곡반정동 612-3번지,37.23354753,127.0229938,1165,1996-10-04,2020-08-05
완충녹지 제425호,완충녹지,권선구 권선동 1361-4번지 일원,37.2444154,127.0306973,4775,2008-11-04,2020-08-05
완충녹지 제426호,완충녹지,권선구 권선동 1360-3번지 일원,37.24421277,127.0268125,3271,2008-11-04,2020-08-05
완충녹지 제427호,완충녹지,권선구 권선동 1367-15번지,37.24674908,127.0261415,518,2008-11-04,2020-08-05
완충녹지 제428호,완충녹지,권선구 권선동 1367-16번지,37.24599496,127.0256917,667,2008-11-04,2020-08-05
완충녹지 제429호,완충녹지,권선구 권선동 1367-17번지,37.24442721,127.0248756,1087,2008-11-04,2020-08-05
완충녹지 제430호,완충녹지,권선구 권선동 1357-1번지 일원,37.24365218,127.0280232,7913,2008-11-04,2020-08-05
완충녹지 제431호,완충녹지,권선구 권선동 1358-2번지 일원,37.24023021,127.0261482,4838,2008-11-04,2020-08-05
완충녹지 제432호,완충녹지,권선구 권선동 1367-18번지,37.24215024,127.0245616,2231,2008-11-04,2020-08-05
완충녹지 제433호,완충녹지,권선구 권선동 1367-21번지 일원,37.24023337,127.0241602,3109,2008-11-04,2020-08-05
완충녹지 제434호,완충녹지,권선구 권선동 1356-2번지 일원,37.23963124,127.0267616,4884,2008-11-04,2020-08-05
완충녹지 제435호,완충녹지,권선구 권선동 1355-1번지 일원,37.23946535,127.024384,2917,2008-11-04,2020-08-05
완충녹지 제436호,완충녹지,권선구 권선동 1367-22번지,37.23920443,127.0238008,501,2008-11-04,2020-08-05
완충녹지 제437호,완충녹지,권선구 권선동 1351-1번지 일원,37.23472516,127.0224064,2712,2008-11-04,2020-08-05
완충녹지 제440호,완충녹지,권선구 권선동 1345-56번지 일원,37.24161695,127.0196401,1118,2008-11-04,2020-08-05
완충녹지 제441호,완충녹지,권선구 권선동 1341-14번지,37.24182582,127.0188358,376,2008-11-04,2020-08-05
완충녹지 제442호,완충녹지,권선구 권선동 1339-2번지,37.24236226,127.0205139,1532,2008-11-04,2020-08-05
완충녹지 제443호,완충녹지,권선구 권선동 1340-1번지,37.2436726,127.0179921,2060,2008-11-04,2020-08-05
완충녹지 제444호,완충녹지,권선구 권선동 1338-1번지,37.24398892,127.0204248,2099,2008-11-04,2020-08-05
완충녹지 제445호,완충녹지,권선구 권선동 1367-23번지 일원,37.24386134,127.0214129,2156,2008-11-04,2020-08-05
완충녹지 제446호,완충녹지,권선구 권선동 1337-4번지 일원,37.24807137,127.0205716,4536,2008-11-04,2020-08-05
완충녹지 제447호,완충녹지,권선구 권선동 1367-25번지,37.24706623,127.0214216,2280,2008-11-04,2020-08-05
완충녹지 제448호,완충녹지,권선구 세류동 820-33번지 일원(중2-20호선변),37.26340361,127.0198379,3407,2009-01-12,2020-08-05
완충녹지 제449호,완충녹지,권선구 세류동 836-3번지 일원(대1-12호선변),37.26219893,127.0167463,3251,2009-01-12,2020-08-05
완충녹지 제450호,완충녹지,권선구 세류동 146-9번지 일원(대3-15호선),37.262739,127.0145382,536,2009-01-12,2020-08-05
완충녹지 제451호,완충녹지,장안구 정자동 546-4번지 일원,37.30771826,126.9888951,4972,2009-05-14,2020-08-05
완충녹지 제452호,완충녹지,장안구 정자동 572-10번지 일원(중1-16 도로변),37.31207175,126.9862339,426,2009-05-08,2020-08-05
완충녹지 제459호,완충녹지,권선구 고색동 377-8번지 일원,37.24904732,126.9799135,1412.7,2009-05-25,2020-08-05
완충녹지 제460호,완충녹지,권선구 고색동 67-6번지 일원,37.24951695,126.9815706,1017.7,2009-05-25,2020-08-05
완충녹지 제461호,완충녹지,권선구 고색동 349-8번지 일원,37.24627388,126.9807119,1677.9,2009-05-25,2020-08-05
완충녹지 제462호,완충녹지,권선구 서둔동 105-12번지 일원,37.27077869,126.9859017,1599,2009-09-29,2020-08-05
완충녹지 제463호,완충녹지,권선구 오목천동 1180-1번지 일원,37.23579641,126.9727691,5591.8,2009-12-07,2020-08-05
완충녹지 제465호,완충녹지,장안구 정자동 946-1번지 일원,37.30828831,126.9881968,2173,2010-05-04,2020-08-05
완충녹지 제466호,완충녹지,장안구 정자동 945-4번지,37.30928735,126.9841558,1008,2010-05-04,2020-08-05
완충녹지 제467호,완충녹지,장안구 정자동 945-5번지 일원,37.30820049,126.985802,4474,2010-05-04,2020-08-05
완충녹지 제468호,완충녹지,장안구 정자동 945-7번지,37.30662675,126.9884871,2535,2010-05-04,2020-08-05
완충녹지 제469호,완충녹지,장안구 정자동 945-8번지 일원,37.30548056,126.9876361,6146,2010-05-04,2020-08-05
완충녹지 제470호,완충녹지,장안구 정자동 945-14번지,37.30497295,126.985548,11376,2010-05-04,2020-08-05
완충녹지 제472호,완충녹지,권선구 고색동 998번지(대로1-31호선변),37.2439727,126.9793996,4272.5,2010-05-11,2020-08-05
완충녹지 제473호,완충녹지,권선구 고색동 1002번지,37.24247893,126.9800811,2964,2010-05-11,2020-08-05
완충녹지 제474호,완충녹지,권선구 고색동 1071번지,37.24042831,126.980994,6549.1,2010-05-11,2020-08-05
완충녹지 제475호,완충녹지,권선구 고색동 1075번지,37.23862033,126.9818211,3001.6,2010-05-11,2020-08-05
완충녹지 제476호,완충녹지,권선구 고색동 1166번지,37.23681539,126.9826275,4669,2010-05-11,2020-08-05
완충녹지 제477호,완충녹지,권선구 고색동 1067번지,37.24290588,126.9898903,2381.4,2010-05-11,2020-08-05
완충녹지 제478호,완충녹지,권선구 고색동 1162번지,37.2402422,126.9884819,5649.4,2010-05-11,2020-08-05
완충녹지 제479호,완충녹지,권선구 고색동 1168번지 일원,37.23793908,126.9872491,1644,2010-05-11,2020-08-05
완충녹지 제480호,완충녹지,영통구 신동 949-1번지 ,37.24520997,127.0428162,1173,2010-06-18,2020-08-05
완충녹지 제481호,완충녹지,영통구 신동 950-5번지,37.24545613,127.0455158,1903,2010-06-18,2020-08-05
완충녹지 제482호,완충녹지,영통구 신동 950-4번지 일원,37.24593514,127.0471794,1342,2010-06-18,2020-08-05
완충녹지 제483호,완충녹지,영통구 신동 950-1번지,37.24776914,127.0469449,1563,2010-06-18,2020-08-05
완충녹지 제484호,완충녹지,영통구 신동 945-2번지 일원,37.24902525,127.0450146,1987,2010-06-18,2020-08-05
완충녹지 제1호(신동),완충녹지,화성시 반정동 619번지,37.2451462,127.0415169,605.8,2010-06-18,2020-08-05
완충녹지 제485호,완충녹지,팔달구 지동 325번지 일원,37.27769143,127.0209695,809,2010-06-01,2020-08-05
완충녹지 제486호,완충녹지,팔달구 지동 354-93번지 일원,37.27820994,127.0218578,1242,2010-06-01,2020-08-05
완충녹지 제487호,완충녹지,팔달구 인계동 548-2번지 일원,37.26720718,127.0214514,2542.2,2010-07-26,2020-08-05
완충녹지 제488호,완충녹지,팔달구 인계동 576-22번지 일원,37.26486792,127.0205594,2108,2010-07-26,2020-08-05
완충녹지 제489호,완충녹지,장안구 정자동 623-3번지 일원,37.302825,126.9880747,1128,2012-11-07,2020-08-05
완충녹지 제490호,완충녹지,영통구 망포동 730번지 일원,37.24512246,127.0482263,1116.2,2013-10-04,2020-08-05
완충녹지 제491호,완충녹지,영통구 망포동 732번지 일원,37.24517031,127.0496875,1288.7,2013-10-04,2020-08-05
완충녹지 제492호,완충녹지,영통구 망포동 751번지 일원,37.24056048,127.0464572,1042.2,2013-10-04,2020-08-05
완충녹지 제494호,완충녹지,권선구 서둔동 9-24번지 일원,37.27199008,126.9903228,1808.2,2015-01-20,2020-08-05
완충녹지 제495호,완충녹지,권선구 서둔동 14-37번지 일원,37.27207559,126.9881131,4198.8,2015-01-20,2020-08-05
완충녹지 제496호,완충녹지,영통구 매탄동 908번지 일원,37.26760643,127.0402699,2919.8,2015-12-16,2020-08-05
완충녹지 제497호,완충녹지,팔달구 교동 282번지 일원,37.266843,127.0116307,2701,2009-05-25,2020-08-05
완충녹지 제498호,완충녹지,팔달구 교동 113-26번지 일원,37.27299702,127.0159326,3768,2009-05-25,2020-08-05
완충녹지 제499호,완충녹지,팔달구 고등동 171-4번지 일원,37.27691033,127.0029513,1587,2016-10-10,2020-08-05
완충녹지 제500호,완충녹지,영통구 망포동 759번지,37.24462184,127.0427527,1655,2016-11-01,2020-08-05
완충녹지 제501호,완충녹지,영통구 망포동 765번지,37.24384211,127.0460715,6495.1,2016-11-01,2020-08-05
완충녹지 제502호,완충녹지,영통구 망포동 121-56번지 일원,37.23934617,127.040441,2041,2016-11-01,2020-08-05
완충녹지 제504호,완충녹지,영통구 망포동 92-13번지 일원,37.23931211,127.0431134,1455,2016-11-01,2020-08-05
완충녹지 제1호(반정),완충녹지,영통구 망포동 777-2번지 일원,37.23389942,127.0478955,639,2018-06-26,2020-08-05
완충녹지 제2호(반정),완충녹지,영통구 망포동 777-10번지 일원,37.23389942,127.0478955,1608,2018-06-26,2020-08-05
완충녹지 제508호,완충녹지,영통구 망포동 621번지 일원,37.23353005,127.0545181,5497.9,2017-02-08,2020-08-05
완충녹지 제1호(영통),완충녹지,영통구 영통동 1136번지 일원,37.24442175,127.0648398,1344,2008-09-11,2020-08-05
완충녹지 제7호(광교),완충녹지,영통구 이의동 1016-12 일원,37.30668076,127.0374853,117780,1996-07-05,2020-08-05
완충녹지 제199호(광교),완충녹지,영통구 이의동 1232-1번지 일원,37.29980308,127.0592154,42687,2007-06-28,2020-08-05
완충녹지 제200호(광교),완충녹지,영통구 이의동 1223-1번지 일원,37.31177401,127.0549601,10557.7,2007-06-28,2020-08-05
완충녹지 제201호(광교),완충녹지,영통구 이의동 1207-1번지 일원,37.30372697,127.0450384,23878.7,2007-06-28,2020-08-05
완충녹지 제202호(광교),완충녹지,영통구 하동 1001-3번지 일원,37.29444604,127.0833309,14290.7,2007-06-28,2020-08-05
완충녹지 제203호(광교),완충녹지,영통구 하동 1034-1번지 일원,37.27555173,127.066955,6740,2007-06-28,2020-08-05
완충녹지 제204호(광교),완충녹지,영통구 이의동 925-2번지 일원,37.29700374,127.041432,38423.8,2007-06-28,2020-08-05
완충녹지 제205호(광교),완충녹지,영통구 원천동 606-2번지,37.27228819,127.0563039,7109.8,2007-06-28,2020-08-05
완충녹지 제206호(광교),완충녹지,영통구 원천동 산58-14번지 일원,37.27501227,127.0522376,16859.2,2007-06-28,2020-08-05
완충녹지 제207호(광교),완충녹지,영통구 원천동 582-11번지 일원,37.27692532,127.0498634,8091.8,2007-06-28,2020-08-05
완충녹지 제208호(광교),완충녹지,영통구 이의동 1346-1번지 일원,37.29013678,127.0489927,1608.2,2007-06-28,2020-08-05
완충녹지 제209호(광교),완충녹지,영통구 이의동 1326-2번지 일원,37.29120067,127.0516917,1534.2,2007-06-28,2020-08-05
완충녹지 제210호(광교),완충녹지,영통구 이의동 1214-1번지,37.30843204,127.0486954,2752.5,2007-06-28,2020-08-05
완충녹지 제211호(광교),완충녹지,영통구 원천동 593-2번지,37.27432494,127.0630095,649.6,2007-06-28,2020-08-05
완충녹지 제212호(광교),완충녹지,영통구 원천동 599번지,37.2707692,127.064429,7611.4,2007-06-28,2020-08-05
완충녹지 제213호(광교),완충녹지,영통구 하동 1025-2번지,37.27688925,127.0694464,233.2,2007-06-28,2020-08-05
완충녹지 제214호(광교),완충녹지,영통구 하동 961-7번지 일원,37.29330258,127.0720097,1174.4,2007-06-28,2020-08-05
완충녹지 제215호(광교),완충녹지,영통구 이의동 1364-2번지,37.28510076,127.0389664,1197.5,2007-06-28,2020-08-05
완충녹지 제216호(광교),완충녹지,영통구 원천동 570번지,37.27896239,127.0509691,1273.6,2007-06-28,2020-08-05
완충녹지 제217호(광교),완충녹지,영통구 이의동 1288-4번지,37.29318875,127.0366306,756.8,2007-06-28,2020-08-05
완충녹지 제219호(광교),완충녹지,영통구 이의동 1294-4번지 일원,37.29558246,127.0558831,318.5,2007-06-28,2020-08-05
완충녹지 제220호(광교),완충녹지,영통구 이의동 1258-9번지,37.30019573,127.0447992,110.3,2007-06-28,2020-08-05
완충녹지 제221호(광교),완충녹지,영통구 이의동 산87-1번지 일원,37.30450332,127.0360792,39375.5,2007-06-28,2020-08-05
완충녹지 제222호(광교),완충녹지,영통구 원천동 600-6번지 일원,37.26939999,127.063763,141.6,2007-06-28,2020-08-05
완충녹지 제223호(광교),완충녹지,영통구 이의동 1217-2번지,37.30916371,127.0519889,129.5,2007-06-28,2020-08-05
완충녹지 제224호(광교),완충녹지,영통구 이의동 1252-1번지,37.30290157,127.0378427,3020.1,2010-07-07,2020-08-05
완충녹지 제225호(광교),완충녹지,영통구 이의동 1363-2번지,37.28557392,127.0399639,1230.6,2011-06-14,2020-08-05
완충녹지 제226호(광교),완충녹지,영통구 이의동 1240-2번지,37.29606415,127.0482437,1743.6,2011-06-14,2020-08-05
완충녹지 제227호(광교),완충녹지,영통구 하동 1007-2번지 일원,37.28663414,127.0782374,1264.8,2011-12-29,2020-08-05
완충녹지 제228호(광교),완충녹지,영통구 원천동 589-2번지 일원,37.27906923,127.0589933,2061.1,2013-08-19,2020-08-05
완충녹지 제229호(광교),완충녹지,영통구 이의동 1251-5번지 일원,37.30330291,127.0399466,6435.8,2015-11-10,2020-08-05
완충녹지 제355호(호매실),완충녹지,권선구 금곡동 1076-2번지,37.27443872,126.9425581,1335.6,2006-12-20,2020-08-05
완충녹지 제356호(호매실),완충녹지,권선구 호매실동 1408-2번지,37.25417722,126.9617422,818.9,2008-01-11,2020-08-05
완충녹지 제357호(호매실),완충녹지,권선구 금곡동 1073-1번지,37.2742786,126.9449737,977.3,2006-12-20,2020-08-05
완충녹지 제358호(호매실),완충녹지,권선구 금곡동 1072-1번지,37.27399312,126.9473433,2976.6,2006-12-20,2020-08-05
완충녹지 제359호(호매실),완충녹지,권선구 금곡동 1095-1번지,37.27354224,126.9473367,3357.3,2006-12-20,2020-08-05
완충녹지 제360호(호매실),완충녹지,권선구 금곡동 1081-2번지,37.27296927,126.9382224,2553.8,2006-12-20,2020-08-05
완충녹지 제361호(호매실),완충녹지,권선구 금곡동1081-3번지,37.27116535,126.9383759,1406.6,2006-12-20,2020-08-05
완충녹지 제362호(호매실),완충녹지,권선구 금곡동 1100-1번지,37.26971727,126.9388333,812.4,2006-12-20,2020-08-05
완충녹지 제363호(호매실),완충녹지,권선구 금곡동 1100-2번지,37.26879778,126.939075,985,2006-12-20,2020-08-05
완충녹지 제364호(호매실),완충녹지,권선구 금곡동 1100-3번지,37.26790841,126.939358,1221.6,2006-12-20,2020-08-05
완충녹지 제365호(호매실),완충녹지,권선구 호매실동 1340-4번지,37.26773868,126.9413548,2085.1,2006-12-20,2020-08-05
완충녹지 제366호(호매실),완충녹지,권선구 호매실동 1346-6번지,37.26790313,126.9430989,1649.3,2006-12-20,2020-08-05
완충녹지 제367호(호매실),완충녹지,권선구 금곡동 339번지 일원,37.27710083,126.9469944,11178,2006-12-20,2020-08-05
완충녹지 제368호(호매실),완충녹지,권선구 호매실동 1356번지,37.26683912,126.9476862,2765.1,2006-12-20,2020-08-05
완충녹지 제369호(호매실),완충녹지,권선구 호매실동 1361-2번지,37.26594734,126.9516475,2865.3,2006-12-20,2020-08-05
완충녹지 제370호(호매실),완충녹지,권선구 호매실동 1371-1번지,37.26593389,126.9591743,2356.6,2006-12-20,2020-08-05
완충녹지 제372호(호매실),완충녹지,권선구 호매실동 1386-2번지,37.26190442,126.9541895,3388.1,2006-12-20,2020-08-05
완충녹지 제373호(호매실),완충녹지,권선구 호매실동 1386-4번지,37.26182975,126.9563143,1931.6,2006-12-20,2020-08-05
완충녹지 제374호(호매실),완충녹지,권선구 호매실동 1387번지,37.26151868,126.9521435,8740.9,2006-12-20,2020-08-05
완충녹지 제375호(호매실),완충녹지,권선구 호매실동 1387-2번지,37.26135222,126.9562637,1229.5,2006-12-20,2020-08-05
완충녹지 제376호(호매실),완충녹지,권선구 호매실동 1394-1번지,37.26088672,126.9615631,3612.3,2006-12-20,2020-08-05
완충녹지 제378호(호매실),완충녹지,권선구 호매실동 1394-2번지,37.25925444,126.9621412,1302.2,2006-12-20,2020-08-05
완충녹지 제379호(호매실),완충녹지,권선구 호매실동 1414-1번지,37.25800856,126.9620271,1142.3,2006-12-20,2020-08-05
완충녹지 제380호(호매실),완충녹지,권선구 호매실동 1414-3번지,37.25709838,126.9619578,1185.2,2006-12-20,2020-08-05
완충녹지 제382호(호매실),완충녹지,권선구 호매실동 1408-1번지,37.25512585,126.9616066,1444.6,2006-12-20,2020-08-05
완충녹지 제383호(호매실),완충녹지,권선구 호매실동 1407-1번지,37.25479128,126.9623376,1521.9,2006-12-20,2020-08-05
완충녹지 제384호(호매실),완충녹지,권선구 호매실동 1374-2번지,37.26658548,126.9613947,436.2,2006-12-20,2020-08-05
완충녹지 제451호(호매실),완충녹지,권선구 호매실동 1404-1번지,37.25804764,126.9643398,3202.8,2010-11-15,2020-08-05
완충녹지 제452호(호매실),완충녹지,권선구 호매실동 1405-1번지,37.25721238,126.9644505,4158.5,2010-11-15,2020-08-05
완충녹지 제453호(호매실),완충녹지,권선구 호매실동 1410-10번지,37.25591397,126.9616242,2309.3,2010-11-15,2020-08-05
완충녹지 제454호(호매실),완충녹지,권선구 호매실동 1409-5번지,37.25585167,126.9605007,834.3,2010-11-15,2020-08-05
완충녹지 제455호(호매실),완충녹지,권선구 호매실동 1393-1번지,37.26118462,126.9588542,2333,2010-11-15,2020-08-05
완충녹지 제456호(호매실),완충녹지,권선구 금곡동 1061-4번지,37.27798636,126.9432949,1266.4,2010-11-15,2020-08-05
완충녹지 제457호(호매실),완충녹지,권선구 호매실동 1361-1번지,37.26617143,126.94985,227.4,2010-11-15,2020-08-05
완충녹지 제509호(당수-1),완충녹지,권선구 당수동 301 일원,37.28944962,126.938875,692,2017-03-28,2020-08-05
완충녹지 제510호(당수-2),완충녹지,권선구 당수동 249-2 일원,37.28913632,126.9398519,684,2017-03-28,2020-08-05
완충녹지 제511호(당수-3),완충녹지,권선구 당수동 337-3 일원,37.28820701,126.9434148,1311,2017-03-28,2020-08-05
완충녹지 제512호(당수-4),완충녹지,권선구 당수동 468 일원,37.28412266,126.9383397,2300,2017-03-28,2020-08-05
완충녹지 제513호(당수-5),완충녹지,권선구 당수동 446 일원,37.2836835,126.9395599,2817,2017-03-28,2020-08-05
완충녹지 제514호(당수-6),완충녹지,권선구 당수동 437-6 일원,37.28493782,126.9398621,632,2017-03-28,2020-08-05
완충녹지 제515호(당수-7),완충녹지,권선구 당수동 388 일원,37.28696916,126.9459784,815,2017-03-28,2020-08-05
완충녹지 제515호,완충녹지,장안구 이목동 397 일원,37.31063745,126.9795719,2401,2020-05-15,2020-08-05
완충녹지 제516호,완충녹지,장안구 이목동 41-3 일원,37.32333288,126.9770433,5705,2020-05-15,2020-08-05
